"seqnames","start","end","width","strand","length","abs_summit","pileup","X.log10.pvalue.","fold_enrichment","X.log10.qvalue.","name","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr2",153032293,153032530,238,"*",238,153032303,27,26.5548,12.0061,22.0341,"RARG_Treated_vs_Input_peak_282","Promoter (<=1kb)",2,153031852,153055775,23924,1,"228787","ENSMUST00000037235.6",441,"ENSMUSG00000042631","Xkr7","X-linked Kx blood group related 7"
"chr2",153529559,153529991,433,"*",433,153529783,13,8.16464,5.04286,4.43106,"RARG_Treated_vs_Input_peak_283","Promoter (<=1kb)",2,153407462,153529971,122510,2,"329540","ENSMUST00000035346.13",0,"ENSMUSG00000061411","Nol4l","nucleolar protein 4-like"
"chr2",154062470,154062727,258,"*",258,154062564,6,4.3985,3.70743,0.931353,"RARG_Treated_vs_Input_peak_284","Distal Intergenic",2,154014596,154016076,1481,1,"19194","ENSMUST00000132933.1",47874,"ENSMUSG00000042459","Bpifa2","BPI fold containing family A, member 2"
"chr2",155473667,155473951,285,"*",285,155473944,32,47.4137,22.1708,42.3454,"RARG_Treated_vs_Input_peak_285","Promoter (<=1kb)",2,155390665,155473806,83142,2,"56406","ENSMUST00000109670.7",0,"ENSMUSG00000038369","Ncoa6","nuclear receptor coactivator 6"
"chr2",155582556,155582833,278,"*",278,155582558,7,7.28305,5.37475,3.57547,"RARG_Treated_vs_Input_peak_286","Promoter (<=1kb)",2,155572965,155582662,9698,2,"14854","ENSMUST00000126322.7",0,"ENSMUSG00000027610","Gss","glutathione synthetase"
"chr2",162363417,162363651,235,"*",235,162363517,6,5.99537,4.6647,2.35888,"RARG_Treated_vs_Input_peak_287","Intron (ENSMUST00000109443.7/19281, intron 1 of 30)",2,162390813,162393945,3133,1,"77645","ENSMUST00000151688.1",-27162,"ENSMUSG00000084919","Ptprtos","protein tyrosine phosphatase receptor type T, opposite strand"
"chr2",163072214,163072436,223,"*",223,163072352,6,5.09321,4.14312,1.49571,"RARG_Treated_vs_Input_peak_288","Promoter (2-3kb)",2,163074745,163082699,7955,1,"17865","ENSMUST00000142729.2",-2309,"ENSMUSG00000017861","Mybl2","myeloblastosis oncogene-like 2"
"chr2",167597341,167597568,228,"*",228,167597552,21,23.9264,12.4638,19.5298,"RARG_Treated_vs_Input_peak_289","Intron (ENSMUST00000127006.1/ENSMUST00000127006.1, intron 2 of 3)",2,167608946,167610648,1703,2,"66589","ENSMUST00000144628.1",13080,"ENSMUSG00000078923","Ube2v1","ubiquitin-conjugating enzyme E2 variant 1"
"chr2",167688948,167689384,437,"*",437,167689375,14,13.8006,8.27656,9.85428,"RARG_Treated_vs_Input_peak_290","Promoter (<=1kb)",2,167688915,167690418,1504,1,"12608","ENSMUST00000070642.3",33,"ENSMUSG00000056501","Cebpb","CCAAT/enhancer binding protein beta"
"chr2",168131254,168131479,226,"*",226,168131269,124,178.853,45.0255,173.075,"RARG_Treated_vs_Input_peak_291","Intron (ENSMUST00000239040.1/ENSMUST00000239040.1, intron 3 of 6)",2,168152603,168154513,1911,2,"77017","ENSMUST00000129713.1",23034,NA,"E130018N17Rik","RIKEN cDNA E130018N17 gene"
"chr2",168206433,168206763,331,"*",331,168206543,18,21.7415,11.9825,17.4334,"RARG_Treated_vs_Input_peak_292","Promoter (<=1kb)",2,168184968,168206709,21742,2,"11538","ENSMUST00000139984.7",0,"ENSMUSG00000051149","Adnp","activity-dependent neuroprotective protein"
"chr2",168231050,168231265,216,"*",216,168231254,27,29.4538,13.7319,24.8227,"RARG_Treated_vs_Input_peak_293","Promoter (<=1kb)",2,168230622,168232594,1973,1,"69372","ENSMUST00000099071.4",428,"ENSMUSG00000074576","Mocs3","molybdenum cofactor synthesis 3"
"chr2",173148024,173148263,240,"*",240,173148040,6,5.21012,4.21379,1.60758,"RARG_Treated_vs_Input_peak_294","Distal Intergenic",2,173153048,173159273,6226,1,"18534","ENSMUST00000029017.5",-4785,"ENSMUSG00000027513","Pck1","phosphoenolpyruvate carboxykinase 1, cytosolic"
"chr2",174330342,174330571,230,"*",230,174330561,8,8.5301,6.03546,4.78398,"RARG_Treated_vs_Input_peak_295","Promoter (<=1kb)",2,174330287,174338084,7798,1,"14683","ENSMUST00000109083.1",55,"ENSMUSG00000027523","Gnas","GNAS complex locus"
"chr2",174472956,174473181,226,"*",226,174472964,19,16.4452,8.57577,12.386,"RARG_Treated_vs_Input_peak_296","Promoter (<=1kb)",2,174465067,174473081,8015,2,"66390","ENSMUST00000016401.14",0,"ENSMUSG00000016257","Prelid3b","PRELI domain containing 3B"
"chr2",178705317,178705532,216,"*",216,178705449,5,4.17992,3.61182,0.733143,"RARG_Treated_vs_Input_peak_297","Distal Intergenic",2,178460630,178466572,5943,1,"381409","ENSMUST00000176869.1",244687,"ENSMUSG00000039155","Cdh26","cadherin-like 26"
"chr2",179975738,179976086,349,"*",349,179975746,22,23.9672,12.1815,19.5613,"RARG_Treated_vs_Input_peak_298","Promoter (<=1kb)",2,179975993,179977987,1995,1,"66730","ENSMUST00000153188.1",0,"ENSMUSG00000085704","4921531C22Rik","RIKEN cDNA 4921531C22 gene"
"chr2",180539997,180540225,229,"*",229,180540146,5,4.11346,3.57121,0.681032,"RARG_Treated_vs_Input_peak_299","Intron (ENSMUST00000029084.8/18216, intron 2 of 3)",2,180500227,180544219,43993,1,"18216","ENSMUST00000170448.1",39770,"ENSMUSG00000027568","Ntsr1","neurotensin receptor 1"
"chr2",180642115,180642354,240,"*",240,180642348,21,28.0997,14.7806,23.5094,"RARG_Treated_vs_Input_peak_300","Promoter (<=1kb)",2,180637466,180642347,4882,2,"277353","ENSMUST00000131881.1",0,"ENSMUSG00000038932","Tcfl5","transcription factor-like 5 (basic helix-loop-helix)"
"chr3",19729537,19729763,227,"*",227,19729725,5,4.28364,3.6745,0.831504,"RARG_Treated_vs_Input_peak_301","Distal Intergenic",3,19693401,19695396,1996,2,"12918","ENSMUST00000061294.4",-34141,"ENSMUSG00000049796","Crh","corticotropin releasing hormone"
"chr3",37640570,37640806,237,"*",237,37640632,22,23.3747,11.8277,18.9933,"RARG_Treated_vs_Input_peak_302","Promoter (<=1kb)",3,37640080,37644598,4519,1,"24063","ENSMUST00000108107.1",490,"ENSMUSG00000037211","Spry1","sprouty RTK signaling antagonist 1"
"chr3",50543183,50543427,245,"*",245,50543242,5,4.54684,3.82958,1.05778,"RARG_Treated_vs_Input_peak_303","Intron (ENSMUST00000194629.1/ENSMUST00000194629.1, intron 4 of 4)",3,50415970,50443614,27645,2,"26570","ENSMUST00000142932.2",-99569,"ENSMUSG00000027737","Slc7a11","solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
"chr3",51224936,51225264,329,"*",329,51225158,16,11.0362,6.12347,7.19345,"RARG_Treated_vs_Input_peak_304","Promoter (<=1kb)",3,51224470,51251631,27162,1,"12457","ENSMUST00000167780.1",466,"ENSMUSG00000023087","Noct","nocturnin"
"chr3",52103753,52103967,215,"*",215,52103958,38,57.6209,25.6659,52.45,"RARG_Treated_vs_Input_peak_305","Promoter (1-2kb)",3,51685907,52105076,419170,2,"433586","ENSMUST00000121440.3",1109,"ENSMUSG00000061143","Maml3","mastermind like transcriptional coactivator 3"
"chr3",66226616,66226849,234,"*",234,66226662,6,4.3985,3.70743,0.931353,"RARG_Treated_vs_Input_peak_306","Intron (ENSMUST00000029419.7/72789, intron 4 of 13)",3,66219910,66225805,5896,1,"19288","ENSMUST00000029421.5",6706,"ENSMUSG00000027832","Ptx3","pentraxin related gene"
"chr3",67373185,67373403,219,"*",219,67373185,6,4.3985,3.70743,0.931353,"RARG_Treated_vs_Input_peak_307","Promoter (<=1kb)",3,67374097,67399998,25902,1,"17349","ENSMUST00000077916.11",-694,"ENSMUSG00000048416","Mlf1","myeloid leukemia factor 1"
"chr3",84582508,84582809,302,"*",302,84582685,6,4.8397,3.98708,1.31395,"RARG_Treated_vs_Input_peak_308","Promoter (<=1kb)",3,84496093,84582534,86442,2,"99889","ENSMUST00000098990.9",0,"ENSMUSG00000074513","Arfip1","ARF interacting protein 1"
"chr3",89392071,89392294,224,"*",224,89392080,11,5.40766,3.72641,1.79491,"RARG_Treated_vs_Input_peak_309","Promoter (<=1kb)",3,89377644,89392069,14426,2,"22724","ENSMUST00000107432.7",-2,"ENSMUSG00000028042","Zbtb7b","zinc finger and BTB domain containing 7B"
"chr3",93447326,93447720,395,"*",395,93447335,31,37.4432,16.9482,32.5459,"RARG_Treated_vs_Input_peak_310","Exon (ENSMUST00000064257.5/99681, exon 2 of 2)",3,93442330,93449077,6748,1,"99681","ENSMUST00000064257.5",4996,"ENSMUSG00000052415","Tchh","trichohyalin"
"chr3",99938837,99939328,492,"*",492,99939261,11,9.65391,6.35559,5.86551,"RARG_Treated_vs_Input_peak_311","Exon (ENSMUST00000127518.1/74362, exon 2 of 4)",3,99885417,100143322,257906,1,"74362","ENSMUST00000164539.1",53420,"ENSMUSG00000027867","Spag17","sperm associated antigen 17"
"chr3",104961431,104961764,334,"*",334,104961435,27,31.2994,14.8297,26.6006,"RARG_Treated_vs_Input_peak_312","Promoter (<=1kb)",3,104945272,104961921,16650,2,"22414","ENSMUST00000029429.5",157,"ENSMUSG00000027840","Wnt2b","wingless-type MMTV integration site family, member 2B"
"chr3",109329548,109329861,314,"*",314,109329666,25,33.2543,16.5948,28.4689,"RARG_Treated_vs_Input_peak_313","Distal Intergenic",3,109340653,109685698,345046,1,"57257","ENSMUST00000046864.13",-10792,"ENSMUSG00000033721","Vav3","vav 3 oncogene"
"chr3",121882439,121883055,617,"*",617,121882847,6,5.46121,4.36263,1.84724,"RARG_Treated_vs_Input_peak_314","Distal Intergenic",3,121758907,121815302,56396,2,"19299","ENSMUST00000029770.7",-67137,"ENSMUSG00000028127","Abcd3","ATP-binding cassette, sub-family D member 3"
"chr3",124043092,124043347,256,"*",256,124043285,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_315","Distal Intergenic",3,124320855,124324743,3889,1,"229801","ENSMUST00000058994.5",-277508,"ENSMUSG00000044528","Tram1l1","translocation associated membrane protein 1-like 1"
"chr3",131323805,131324062,258,"*",258,131323897,15,18.4991,10.7495,14.337,"RARG_Treated_vs_Input_peak_316","Intron (ENSMUST00000090246.4/74442, intron 5 of 5)",3,131294424,131303227,8804,2,"71519","ENSMUST00000198606.1",-20578,"ENSMUSG00000027983","Cyp2u1","cytochrome P450, family 2, subfamily u, polypeptide 1"
"chr3",133638170,133638498,329,"*",329,133638277,8,7.87934,5.67592,4.15326,"RARG_Treated_vs_Input_peak_317","Distal Intergenic",3,133488535,133545139,56605,2,"214133","ENSMUST00000197118.4",-93031,"ENSMUSG00000040943","Tet2","tet methylcytosine dioxygenase 2"
"chr3",141826329,141826589,261,"*",261,141826518,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_318","Intron (ENSMUST00000106236.8/22253, intron 14 of 15)",3,141789852,141791986,2135,1,"22253","ENSMUST00000123631.1",36477,"ENSMUSG00000059921","Unc5c","unc-5 netrin receptor C"
"chr3",144205145,144205454,310,"*",310,144205445,15,18.4991,10.7495,14.337,"RARG_Treated_vs_Input_peak_319","Promoter (<=1kb)",3,144188530,144205220,16691,2,"16911","ENSMUST00000120539.7",0,"ENSMUSG00000028266","Lmo4","LIM domain only 4"
"chr3",152327353,152327666,314,"*",314,152327408,77,119.455,41.3113,113.843,"RARG_Treated_vs_Input_peak_320","Intron (ENSMUST00000073089.12/215708, intron 4 of 15)",3,152290681,152317715,27035,2,"215708","ENSMUST00000199443.1",-9638,"ENSMUSG00000054942","Miga1","mitoguardin 1"
"chr3",152395851,152396185,335,"*",335,152396092,32,33.3896,14.15,28.599,"RARG_Treated_vs_Input_peak_321","Promoter (<=1kb)",3,152396003,152462826,66824,1,"108946","ENSMUST00000106100.8",0,"ENSMUSG00000039068","Zzz3","zinc finger, ZZ domain containing 3"
"chr3",158031351,158031593,243,"*",243,158031589,16,15.791,9.00375,11.7514,"RARG_Treated_vs_Input_peak_322","Promoter (<=1kb)",3,158022013,158031455,9443,2,"69207","ENSMUST00000140491.7",0,"ENSMUSG00000055436","Srsf11","serine and arginine-rich splicing factor 11"
"chr4",6453736,6453969,234,"*",234,6453744,10,8.52058,5.82596,4.77504,"RARG_Treated_vs_Input_peak_323","Promoter (<=1kb)",4,6396769,6454096,57328,2,"18201","ENSMUST00000156715.1",127,"ENSMUSG00000028245","Nsmaf","neutral sphingomyelinase (N-SMase) activation associated factor"
"chr4",14550994,14551226,233,"*",233,14551097,7,5.3589,4.23706,1.74739,"RARG_Treated_vs_Input_peak_324","Intron (ENSMUST00000042221.13/208890, intron 6 of 18)",4,14505289,14516369,11081,2,"208890","ENSMUST00000138042.1",-34625,"ENSMUSG00000040569","Slc26a7","solute carrier family 26, member 7"
"chr4",33143857,33144132,276,"*",276,33144022,7,6.43841,4.89934,2.7667,"RARG_Treated_vs_Input_peak_325","Intron (ENSMUST00000029947.5/14408, intron 1 of 9)",4,33132521,33163588,31068,1,"14408","ENSMUST00000029947.5",11336,"ENSMUSG00000028280","Gabrr1","gamma-aminobutyric acid type A receptor subunit rho 1"
"chr4",44664350,44664611,262,"*",262,44664353,17,16.6401,9.25646,12.5734,"RARG_Treated_vs_Input_peak_326","Exon (ENSMUST00000140826.1/ENSMUST00000140826.1, exon 1 of 2)",4,44531504,44645723,114220,2,"18507","ENSMUST00000194075.1",-18627,"ENSMUSG00000014030","Pax5","paired box 5"
"chr4",45529839,45530298,460,"*",460,45530279,23,18.5444,8.6449,14.3801,"RARG_Treated_vs_Input_peak_327","Promoter (<=1kb)",4,45423278,45530330,107053,2,"230126","ENSMUST00000061986.11",32,"ENSMUSG00000044813","Shb","src homology 2 domain-containing transforming protein B"
"chr4",46991260,46991499,240,"*",240,46991274,13,14.5257,8.88213,10.5412,"RARG_Treated_vs_Input_peak_328","Promoter (<=1kb)",4,46662305,46991873,329569,2,"242425","ENSMUST00000107749.3",374,"ENSMUSG00000039809","Gabbr2","gamma-aminobutyric acid type B receptor subunit 2"
"chr4",53925113,53925329,217,"*",217,53925246,5,4.84573,3.99832,1.31395,"RARG_Treated_vs_Input_peak_329","Distal Intergenic",4,53840470,53854332,13863,1,"52076","ENSMUST00000144167.1",84643,"ENSMUSG00000028420","Tmem38b","transmembrane protein 38B"
"chr4",56946989,56947304,316,"*",316,56947002,79,109.462,34.3031,103.902,"RARG_Treated_vs_Input_peak_330","Promoter (<=1kb)",4,56880247,56947411,67165,2,"242474","ENSMUST00000107609.3",107,"ENSMUSG00000055296","Tmem245","transmembrane protein 245"
"chr4",81442491,81442876,386,"*",386,81442643,27,36.6267,17.8714,31.7566,"RARG_Treated_vs_Input_peak_331","Promoter (<=1kb)",4,81278500,81442805,164306,2,"17475","ENSMUST00000107262.7",0,"ENSMUSG00000028402","Mpdz","multiple PDZ domain crumbs cell polarity complex component"
"chr4",83370763,83371078,316,"*",316,83370928,9,5.83736,4.28788,2.20701,"RARG_Treated_vs_Input_peak_332","Distal Intergenic",4,83378317,83390668,12352,2,"790913","ENSMUST00000155822.1",19590,"ENSMUSG00000086321","Gm11413","predicted gene 11413"
"chr4",83792224,83792543,320,"*",320,83792451,5,4.90546,4.03106,1.31395,"RARG_Treated_vs_Input_peak_333","Intron (ENSMUST00000053414.12/320226, intron 23 of 25)",4,83695955,83798676,102722,1,"320226","ENSMUST00000183729.1",96269,"ENSMUSG00000052407","Ccdc171","coiled-coil domain containing 171"
"chr4",99657458,99657845,388,"*",388,99657464,18,18.7753,10.2696,14.6067,"RARG_Treated_vs_Input_peak_334","Promoter (<=1kb)",4,99657742,99657830,89,1,"15221","ENSMUST00000175022.1",0,"ENSMUSG00000067261","Foxd3","forkhead box D3"
"chr4",105846353,105846727,375,"*",375,105846504,26,29.8002,14.3001,25.138,"RARG_Treated_vs_Input_peak_335","Distal Intergenic",4,106241216,106290026,48811,1,"105244641","ENSMUST00000140196.1",-394489,NA,"Gm12724","predicted gene 12724"
"chr4",108217674,108217943,270,"*",270,108217927,20,21.1585,11.1223,16.8844,"RARG_Treated_vs_Input_peak_336","Promoter (<=1kb)",4,108181738,108217922,36185,2,"230590","ENSMUST00000223127.1",0,"ENSMUSG00000034645","Zyg11a","zyg-11 family member A, cell cycle regulator"
"chr4",113372606,113372898,293,"*",293,113372626,6,5.69071,4.49494,2.06645,"RARG_Treated_vs_Input_peak_337","Intron (ENSMUST00000119615.1/ENSMUST00000119615.1, intron 2 of 5)",4,112804616,113286973,482358,2,"230622","ENSMUST00000138966.8",-85633,"ENSMUSG00000087194","Skint6","selection and upkeep of intraepithelial T cells 6"
"chr4",117883338,117883550,213,"*",213,117883345,19,21.452,11.5785,17.1707,"RARG_Treated_vs_Input_peak_338","Promoter (<=1kb)",4,117873021,117883476,10456,2,"53418","ENSMUST00000167443.7",0,"ENSMUSG00000028541","B4galt2","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2"
"chr4",119294092,119294334,243,"*",243,119294100,26,36.6435,18.1398,31.7567,"RARG_Treated_vs_Input_peak_339","Promoter (<=1kb)",4,119285002,119294480,9479,2,"22608","ENSMUST00000142884.1",146,"ENSMUSG00000028639","Ybx1","Y box protein 1"
"chr4",119733929,119734179,251,"*",251,119734163,26,36.579,18.1064,31.7137,"RARG_Treated_vs_Input_peak_340","Promoter (<=1kb)",4,119733841,119872272,138432,1,"16656","ENSMUST00000123698.7",88,"ENSMUSG00000028634","Hivep3","human immunodeficiency virus type I enhancer binding protein 3"
"chr4",120268224,120268658,435,"*",435,120268648,23,13.2646,5.84175,9.32921,"RARG_Treated_vs_Input_peak_341","Exon (ENSMUST00000102656.3/329934, exon 2 of 2)",4,120267079,120287349,20271,2,"329934","ENSMUST00000102656.3",18691,"ENSMUSG00000052135","Foxo6","forkhead box O6"
"chr4",124851006,124851246,241,"*",241,124851070,41,50.8896,20.5979,45.7877,"RARG_Treated_vs_Input_peak_342","Promoter (<=1kb)",4,124849490,124851196,1707,2,"68920","ENSMUST00000185036.1",0,"ENSMUSG00000078570","1110065P20Rik","RIKEN cDNA 1110065P20 gene"
"chr4",129820054,129820530,477,"*",477,129820057,15,17.7256,10.3368,13.609,"RARG_Treated_vs_Input_peak_343","Promoter (<=1kb)",4,129820221,129849978,29758,1,"19244","ENSMUST00000030578.13",0,"ENSMUSG00000028788","Ptp4a2","protein tyrosine phosphatase 4a2"
"chr4",129920329,129920565,237,"*",237,129920534,6,4.5171,3.78352,1.04204,"RARG_Treated_vs_Input_peak_344","Distal Intergenic",4,129906433,129919787,13355,1,"319894","ENSMUST00000139190.1",13896,"ENSMUSG00000086369","E330017L17Rik","RIKEN cDNA E330017L17 gene"
"chr4",130792512,130792879,368,"*",368,130792781,32,43.7619,20.2098,38.7538,"RARG_Treated_vs_Input_peak_345","Promoter (<=1kb)",4,130792537,130826319,33783,1,"20970","ENSMUST00000070478.3",0,"ENSMUSG00000025743","Sdc3","syndecan 3"
"chr4",130850118,130850456,339,"*",339,130850189,9,7.42454,5.29632,3.71047,"RARG_Treated_vs_Input_peak_346","Distal Intergenic",4,130816845,130822250,5406,1,"20970","ENSMUST00000140623.1",33273,"ENSMUSG00000025743","Sdc3","syndecan 3"
"chr4",133498002,133498263,262,"*",262,133498260,17,19.7565,11.0876,15.5579,"RARG_Treated_vs_Input_peak_347","Promoter (<=1kb)",4,133491118,133497719,6602,2,"69539","ENSMUST00000123169.1",-283,"ENSMUSG00000056596","Trnp1","TMF1-regulated nuclear protein 1"
"chr4",133633108,133633483,376,"*",376,133633469,29,41.1738,19.743,36.209,"RARG_Treated_vs_Input_peak_348","Promoter (<=1kb)",4,133605299,133633469,28171,2,"503610","ENSMUST00000084238.4",0,"ENSMUSG00000037553","Zdhhc18","zinc finger, DHHC domain containing 18"
"chr4",133752692,133753345,654,"*",654,133752708,17,20.6058,11.5584,16.3595,"RARG_Treated_vs_Input_peak_349","Promoter (<=1kb)",4,133679008,133753611,74604,2,"93760","ENSMUST00000105897.9",266,"ENSMUSG00000007880","Arid1a","AT-rich interaction domain 1A"
"chr4",134703458,134703680,223,"*",223,134703475,13,8.16464,5.04286,4.43106,"RARG_Treated_vs_Input_peak_350","Promoter (<=1kb)",4,134567889,134703767,135879,2,"230815","ENSMUST00000176606.1",87,"ENSMUSG00000037306","Man1c1","mannosidase, alpha, class 1C, member 1"
"chr4",135152630,135152869,240,"*",240,135152633,14,14.1716,8.49802,10.1998,"RARG_Treated_vs_Input_peak_351","Promoter (<=1kb)",4,135152938,135155609,2672,1,"12399","ENSMUST00000156478.1",-69,"ENSMUSG00000070691","Runx3","runt related transcription factor 3"
"chr4",139929747,139930150,404,"*",404,139929759,23,18.5444,8.6449,14.3801,"RARG_Treated_vs_Input_peak_352","Promoter (2-3kb)",4,139926683,139933074,6392,2,"71235","ENSMUST00000138672.1",2924,"ENSMUSG00000085928","4933427I22Rik","RIKEN cDNA 4933427I22 gene"
"chr4",141975212,141975450,239,"*",239,141975441,13,8.16464,5.04286,4.43106,"RARG_Treated_vs_Input_peak_353","Intron (ENSMUST00000105780.7/329977, intron 6 of 32)",4,141982992,141986797,3806,1,"545691","ENSMUST00000146094.1",-7542,"ENSMUSG00000085424","Fhad1os1","forkhead-associated phosphopeptide binding domain 1, opposite strand 1"
"chr4",145648570,145648838,269,"*",269,145648706,5,4.54684,3.82958,1.05778,"RARG_Treated_vs_Input_peak_354","Distal Intergenic",4,145670685,145704441,33757,1,"100041379","ENSMUST00000105738.8",-21847,"ENSMUSG00000058186","Zfp980","zinc finger protein 980"
"chr4",147096555,147096868,314,"*",314,147096791,9,6.76635,4.88164,3.08648,"RARG_Treated_vs_Input_peak_355","Distal Intergenic",4,147063366,147068436,5071,2,"71270","ENSMUST00000175787.1",-28119,"ENSMUSG00000093617","4933438K21Rik","RIKEN cDNA 4933438K21 gene"
"chr4",148686549,148686785,237,"*",237,148686768,30,35.8862,16.4186,31.0316,"RARG_Treated_vs_Input_peak_356","Distal Intergenic",4,148643317,148671572,28256,1,"230909","ENSMUST00000105698.2",43232,"ENSMUSG00000070577","Ciroz","ciliated left-right organizer protein containing ZP-N domains"
"chr4",149586483,149586744,262,"*",262,149586486,16,18.627,10.6577,14.4618,"RARG_Treated_vs_Input_peak_357","Promoter (<=1kb)",4,149586638,149647899,61262,1,"65945","ENSMUST00000039144.6",0,"ENSMUSG00000039953","Clstn1","calsyntenin 1"
"chr4",151044492,151044742,251,"*",251,151044515,20,21.1585,11.1223,16.8844,"RARG_Treated_vs_Input_peak_358","Promoter (<=1kb)",4,151003652,151044665,41014,2,"18628","ENSMUST00000103204.10",0,"ENSMUSG00000028957","Per3","period circadian clock 3"
"chr4",152009263,152009711,449,"*",449,152009277,36,47.9599,21.0746,42.8874,"RARG_Treated_vs_Input_peak_359","Promoter (<=1kb)",4,152008803,152017680,8878,1,"242785","ENSMUST00000097773.3",460,"ENSMUSG00000073700","Klhl21","kelch-like 21"
"chr4",154160407,154160624,218,"*",218,154160424,25,15.0969,6.32856,11.0998,"RARG_Treated_vs_Input_peak_360","Promoter (<=1kb)",4,154159567,154160606,1040,2,"67808","ENSMUST00000133165.1",0,"ENSMUSG00000029030","Tprg1l","transformation related protein 63 regulated 1 like"
"chr4",155222802,155223152,351,"*",351,155222875,33,47.8393,22.1007,42.7677,"RARG_Treated_vs_Input_peak_361","Promoter (<=1kb)",4,155154075,155222592,68518,2,"20481","ENSMUST00000030917.5",-210,"ENSMUSG00000029050","Ski","ski sarcoma viral oncogene homolog (avian)"
"chr5",8422602,8422821,220,"*",220,8422610,30,30.614,13.2924,25.9316,"RARG_Treated_vs_Input_peak_362","Promoter (<=1kb)",5,8396973,8422680,25708,2,"27214","ENSMUST00000002368.15",0,"ENSMUSG00000002297","Dbf4","DBF4 zinc finger"
"chr5",17371040,17371271,232,"*",232,17371122,7,5.86931,4.55666,2.23671,"RARG_Treated_vs_Input_peak_363","Distal Intergenic",5,17476098,17480936,4839,1,"70935","ENSMUST00000076099.3",-104827,"ENSMUSG00000058643","Speer4f1","spermatogenesis associated glutamate (E)-rich protein 4F1"
"chr5",20702327,20702651,325,"*",325,20702638,11,7.71767,5.14546,3.99497,"RARG_Treated_vs_Input_peak_364","Promoter (<=1kb)",5,20701669,20702803,1135,1,"50791","ENSMUST00000197307.1",658,"ENSMUSG00000040003","Magi2","membrane associated guanylate kinase, WW and PDZ domain containing 2"
"chr5",24387817,24388055,239,"*",239,24387831,20,21.1585,11.1223,16.8844,"RARG_Treated_vs_Input_peak_365","Promoter (<=1kb)",5,24387105,24387966,862,2,"213948","ENSMUST00000128831.1",0,"ENSMUSG00000038295","Atg9b","autophagy related 9B"
"chr5",24474425,24474657,233,"*",233,24474434,11,9.65391,6.35559,5.86551,"RARG_Treated_vs_Input_peak_366","Promoter (<=1kb)",5,24474214,24483184,8971,1,"213990","ENSMUST00000199856.1",211,"ENSMUSG00000023353","Agap3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"chr5",33335786,33336034,249,"*",249,33336025,22,28.3202,14.68,23.7159,"RARG_Treated_vs_Input_peak_367","Promoter (<=1kb)",5,33336185,33360403,24219,1,"59003","ENSMUST00000202113.1",-151,"ENSMUSG00000079562","Maea","macrophage erythroblast attacher"
"chr5",34370090,34370376,287,"*",287,34370366,23,25.8393,12.9721,21.3542,"RARG_Treated_vs_Input_peak_368","Promoter (<=1kb)",5,34369933,34486456,116524,1,"231128","ENSMUST00000180376.7",157,"ENSMUSG00000037210","Fam193a","family with sequence homology 193, member A"
"chr5",36484118,36484366,249,"*",249,36484347,23,20.7508,9.93015,16.5007,"RARG_Treated_vs_Input_peak_369","Promoter (<=1kb)",5,36473670,36484285,10616,2,"231151","ENSMUST00000031097.7",0,"ENSMUSG00000029196","Tada2b","transcriptional adaptor 2B"
"chr5",40487640,40487986,347,"*",347,40487685,6,6.06571,4.7029,2.4084,"RARG_Treated_vs_Input_peak_370","Distal Intergenic",5,39613935,39755475,141541,2,"15476","ENSMUST00000117944.1",-732165,"ENSMUSG00000051022","Hs3st1","heparan sulfate (glucosamine) 3-O-sulfotransferase 1"
"chr5",42215442,42215667,226,"*",226,42215527,5,4.75617,3.94861,1.25371,"RARG_Treated_vs_Input_peak_371","3' UTR",5,42067960,42216798,148839,1,"433882","ENSMUST00000087332.4",147482,"ENSMUSG00000067285","Gm16223","predicted gene 16223"
"chr5",43212153,43212466,314,"*",314,43212226,76,127.279,46.3517,121.629,"RARG_Treated_vs_Input_peak_372","Intron (ENSMUST00000187911.6/665934, intron 1 of 5)",5,43233170,43289723,56554,1,"231207","ENSMUST00000166713.8",-20704,"ENSMUSG00000039782","Cpeb2","cytoplasmic polyadenylation element binding protein 2"
"chr5",43234589,43234980,392,"*",392,43234719,33,40.597,18.0075,35.6353,"RARG_Treated_vs_Input_peak_373","Promoter (<=1kb)",5,43151686,43234985,83300,2,"665934","ENSMUST00000187911.6",5,"ENSMUSG00000085720","Gm7854","predicted gene 7854"
"chr5",53998905,53999133,229,"*",229,53998907,18,16.518,8.90553,12.4539,"RARG_Treated_vs_Input_peak_374","Promoter (<=1kb)",5,53998565,54121057,122493,1,"116873","ENSMUST00000201469.3",340,"ENSMUSG00000039156","Stim2","stromal interaction molecule 2"
"chr5",55261435,55261649,215,"*",215,55261516,7,6.79645,5.1061,3.11382,"RARG_Treated_vs_Input_peak_375","Distal Intergenic",5,54349991,54358543,8553,1,"330086","ENSMUST00000197424.1",911444,"ENSMUSG00000105912","Gm10440","predicted gene 10440"
